UUID,Template,Street,City,State,Zip,OutputStreet,OutputCity,OutputState,OutputZip,Lon,Lat,Header,SL,SL2,County,RFD_ID,FS,WZ,PWF_DistanceInFeet,YrBuilt,LivingArea,Baths,HalfBaths,HalfBaths,InputStreet,InputCity,InputState,InputZip,NumCandidates,NumCloseCandidates,GoodCandidate
5838cc024f33b,RMIatTXwithRMS,1039 Sussex,Pearland,TX,77584,1039 SUSSEX TRL,PEARLAND,TX,77584,-95.371733,29.573348,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,21.3,21.2,Brazoria,RM480390530,2.17,,6884,1999,1910,3,1,1,,,,,,,
5838c0c8ce373,RMIatTXwithRMS,129 Bastrop,Angleton,TX,77515,129 BASTROP ST,ANGLETON,TX,77515,-95.408858,29.179087,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,13.9,13.2,Brazoria,RM480390260,2.08,,1243,1979,1795,2,,,,,,,,,
5838b9c8b93ef,RMIatTXwithRMS,4595 Cleveland St,Beaumont,TX,77703,4595 CLEVELAND ST,BEAUMONT,TX,77703,-94.122258,30.122381,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,32,17.9,Jefferson,RM482450010,1.36,,2043,2010,1420,,,,,,,,,,
5838b71b7dbda,RMIatTXwithRMS,17215 desert maize ln,houston,TX,77095,17215 DESERT MAIZE LN,HOUSTON,TX,77095,-95.678848,29.922329,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,45,39,Harris,RM482010310,2.99,OUT,6779,2001,2728,3,1,1,,,,,,,
5838acb87378c,RMIatTXwithRMS,2339 Athens St,BROWNSVILLE,TX,78520,2339 ATHENS ST,BROWNSVILLE,TX,78520,-97.531009,25.963397,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,17.4,13.3,Cameron,RM480610800,1.82,,1278,2008,1509,2,,,,,,,,,
5838abf65dcfd,RMIatTXwithRMS,2527 SUNRISE HARBOR,PEARLAND,TX,77584,2527 SUNRISE HARBOR LN,PEARLAND,TX,77584,-95.362293,29.562723,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,20.7,20.7,Brazoria,RM480390530,1.31,,2157,2004,3561,,,,,,,,,,
5838a975dab9b,RMIatTXwithRMS,2606 Falcon Knoll Ln,Katy,TX,77494,2606 FALCON KNOLL LN,KATY,TX,77494,-95.785508,29.747045,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,48,44,Fort Bend,RM481570220,0.75,OUT,16398,2003,2530,2,,,,,,,,,
5838975cbae32,RMIatTXwithRMS,2400 Jessica Dr,San Juan,TX,78596,2400 Jessica Dr,San Juan,TX,78589,-98.1553726196289,26.1660137176514,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,47,47,Hidalgo,RM482150190,1.77,OUT,218,2012,2277,2,,,,,,,,,
58388dd39bf39,RMIatTXwithRMS,3207 elmcrest dr,houston,TX,77088,3207 ELMCREST DR,HOUSTON,TX,77088,-95.453413,29.869838,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,25,Harris,RM482010310,2.15,OUT,41000,1991,2901,3,1,1,,,,,,,
58388ad2a0399,RMIatTXwithRMS,13910 BONNETBRIAR,SUGAR LAND,TX,77498,13910 BONNETBRIAR LN,SUGAR LAND,TX,77498,-95.629314,29.673596,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,38,35,Fort Bend,RM481570250,0.30,OUT,11222,2005,1492,2,,,,,,,,,
5838872112c47,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,3413 Cowboy Nation Ct,Corpus Cristy,TX,78414,0,0,False
583882e2cf711,RMIatTXwithRMS,10818 GREEN ARBOR DR,HOUSTON,TX,77089,10818 GREEN ARBOR DR,HOUSTON,TX,77089,-95.22608,29.61756,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,12.8,11.9,Harris,RM482010310,1.52,OUT,11690,1970,1392,2,,,,,,,,,
5838814282d0e,RMIatTXwithRMS,11507 Dorrance Ln,Meadows Place,TX,77477,11507 DORRANCE LN,MEADOWS PLACE,TX,77477,-95.579724,29.65089,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,34,32,Fort Bend,RM481570060,1.01,OUT,19705,1969,1751,2,,,,,,,,,
58387ef98b7e3,RMIatTXwithRMS,422 Birch Hill Dr,SUGAR LAND,TX,77479,422 BIRCH HILL DR,SUGAR LAND,TX,77479,-95.664093,29.601754,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,38,Fort Bend,RM481570260,1.50,OUT,2219,1990,2647,2,,,,,,,,,
58387b4ea4697,RMIatTXwithRMS,4019 black creek ct,missouri city,TX,77459,4019 BLACK CREEK CT,MISSOURI CITY,TX,77459,-95.516995,29.512926,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,29,Fort Bend,RM481570360,2.36,OUT,2159,2003,2628,2,,,,,,,,,
58387af01f501,RMIatTXwithRMS,3830 Tennyson St,Houston,TX,77005,3830 TENNYSON ST,HOUSTON,TX,77005,-95.439187,29.71773,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,27,22.5,Harris,RM482010860,0.32,OUT,22239,1960,1286,2,1,1,,,,,,,
58387aa826df4,RMIatTXwithRMS,18822 Bene Vista Dr Houston,TX,TX,77084,18822 BUENA VISTA ST,HOUSTON,TX,77087,-95.283482,29.682728,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,16.5,13.6,Harris,RM482010310,1.34,OUT,24115,,,,,,,,,,,,
5838782dd7aa5,RMIatTXwithRMS,5407 WHISPERING CREEK WAY,HOUSTON,TX,77017,5407 WHISPERING CREEK WAY,HOUSTON,TX,77017,-95.241267,29.672009,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,13.9,11.3,Harris,RM482010310,0.60,OUT,26389,1960,3122,2,,,,,,,,,
58387696a0b13,RMIatTXwithRMS,420 Chapman,San Benito,TX,78586,420 CHAPMAN ST,SAN BENITO,TX,78586,-97.643829,26.124258,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,20.4,17.9,Cameron,RM480610990,0.30,,1642,2015,1044,,,,,,,,,,
58386f8bb3fb9,RMIatTXwithRMS,8106 Cross Trail Dr,Sugar Land,TX,77479,8106 CROSS TRAIL DR,SUGAR LAND,TX,77479,-95.667182,29.544134,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,39,37,Fort Bend,RM481570260,2.77,OUT,1248,2001,2678,2,,,,,,,,,
58386b3e056fe,RMIatTXwithRMS,16119 April Ridge Dr,Houston,TX,77083,16119 APRIL RIDGE DR,HOUSTON,TX,77083,-95.671413,29.683676,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,37,Fort Bend,RM481570350,1.56,OUT,3735,1996,2377,2,,,,,,,,,
58386a8a18b95,RMIatTXwithRMS,3231 Antelope Hills Dr,Missouri City,TX,77459,3231 ANTELOPE HILLS DR,MISSOURI CITY,TX,77459,-95.507205,29.543147,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,30,30,Fort Bend,RM481570360,2.26,OUT,2008,2002,2693,2,,,,,,,,,
58386a4091272,RMIatTXwithRMS,14918 BEECHURST DR,HOUSTON,TX,77062,14918 BEECHURST DR,HOUSTON,TX,77062,-95.132618,29.580767,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,7,7,Harris,RM482010310,0.44,OUT,8001,1978,2187,3,1,1,,,,,,,
583868d4e8fbd,RMIatTXwithRMS,19326 Morning News Ln,Richmond,TX,77407,19326 MORNING NEWS LN,RICHMOND,TX,77407,-95.721689,29.70227,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,43,40,Fort Bend,RM481570350,1.94,OUT,1435,2008,2846,2,,,,,,,,,
583868b6e6a5c,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,19326 Morning News Ln,Richmond,TX,77407,0,0,False
5838642aaa889,RMIatTXwithRMS,1519 Meadowfair Ct,Sugar Land,TX,77479,1519 MEADOWFAIR CT,SUGAR LAND,TX,77479,-95.634253,29.599428,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,38,36,Fort Bend,RM481570130,1.57,OUT,7074,,,,,,,,,,,,
58385d3907dc0,RMIatTXwithRMS,16106 CONGO LN,HOUSTON,TX,77040,16106 CONGO LN,HOUSTON,TX,77040,-95.564165,29.883472,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,38,32,Harris,RM482010370,0.52,OUT,15059,1976,2034,3,1,1,,,,,,,
583858cf873ad,RMIatTXwithRMS,336 N Rockisland St,Angleton,TX,77515,336 N ROCKISLAND ST,ANGLETON,TX,77515,-95.424617,29.167874,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,14.5,14.2,Brazoria,RM480390260,0.43,,3901,1900,2712,2,,,,,,,,,
583858694860e,RMIatTXwithRMS,10517 AMBURSEN ST,HOUSTON,TX,77034,10517 AMBURSEN ST,HOUSTON,TX,77034,-95.225829,29.637364,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,12.7,11.3,Harris,RM482010310,0.35,OUT,16990,1954,976,2,,,,,,,,,
583854cd867a9,RMIatTXwithRMS,727 Brushy Glen Dr,Houston,TX,77073,727 BRUSHY GLEN DR,HOUSTON,TX,77073,-95.405431,29.998753,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,34,28,Harris,RM482010010,0.76,OUT,12666,2001,1705,2,,,,,,,,,
5838439475b45,RMIatTXwithRMS,3265 Berzin Ct,Katy,TX,77493,3265 BERZIN CT,KATY,TX,77493,-95.809679,29.820465,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,50,46,Harris,RM482010390,3.36,OUT,2343,2000,2205,3,1,1,,,,,,,
5837aed98700b,RMIatTXwithRMS,810 Nashua Street,Houston,TX,77008,810 NASHUA ST,HOUSTON,TX,77008,-95.411977,29.78536,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,26,21,Harris,RM482010310,1.27,OUT,46935,1952,1200,1,,,,,,,,,
5836fbe11e023,RMIatTXwithRMS,2065 Glasshouse St.,Beaumont,TX,77703,2065 GLASSHOUSE ST,BEAUMONT,TX,77703,-94.118719,30.106885,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,17.3,Jefferson,RM482450010,1.55,,6285,1962,840,,,,,,,,,,
583644d04f43d,RMIatTXwithRMS,7907 Scenicside Lane,SPRING,TX,77379,7907 SCENICSIDE LN,SPRING,TX,77379,-95.542371,30.037962,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,42,36,Harris,RM482010410,0.82,OUT,4432,1982,2148,3,1,1,,,,,,,
5836321bd021c,RMIatTXwithRMS,10 Veneto Ln,Missouri City,TX,77459,10 VENETO LN,MISSOURI CITY,TX,77459,-95.555538,29.517641,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,33,31,Fort Bend,RM481570370,2.67,OUT,1876,2014,3060,3,,,,,,,,,
58362be8d8516,RMIatTXwithRMS,5603 Manor Forest Dr,Kingwood,TX,77339,5603 MANOR FOREST DR,KINGWOOD,TX,77339,-95.193479,30.082569,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,24.9,Harris,RM482010310,1.37,OUT,1198,1984,1403,2,,,,,,,,,
58362568b6d33,RMIatTXwithRMS,45 Victoria Rd,EDCOUCH,TX,78538,Victoria,Edcouch,TX,78538,-97.960563659668,26.2975006103516,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,33,33,Hidalgo,RM482150030,0.33,OUT,686,2008,6696,6,,,,,,,,,
583624212dde6,RMIatTXwithRMS,16510 Courtland Cir,Spring,TX,77379,16510 COURTLAND CIR,SPRING,TX,77379,-95.527506,30.014277,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,41,34,Harris,RM482010410,0.33,OUT,9451,1975,2745,4,1,1,,,,,,,
5836233f5aeb1,RMIatTXwithRMS,15 Old Windsor Way,SUGAR LAND,TX,77479,15 OLD WINDSOR WAY,SUGAR LAND,TX,77479,-95.627522,29.563327,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,37,36,Fort Bend,RM481570130,0.47,OUT,4207,1998,4473,3,,,,,,,,,
58361f8327b57,RMIatTXwithRMS,17717 Wild Oak Dr,Houston,TX,77090,17717 WILD OAK DR,HOUSTON,TX,77090,-95.443423,30.026078,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,37,31,Harris,RM482010610,1.62,OUT,5629,1972,1776,2,,,,,,,,,
58361f5f0661b,RMIatTXwithRMS,306 Bay Coast Ln,La Porte,TX,77571,306 LAYNE CT,LA PORTE,TX,77571,-95.016376,29.626393,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,0.26,0.26,Harris,RM482010531,0.42,,7816,,,,,,,,,,,,
58361d001553d,RMIatTXwithRMS,206 Echo Brook Lane,League City,TX,77539,206 Echo Brook Ln,Dickinson,TX,77539,-95.100700378418,29.4686584472656,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,7.1,7.1,Galveston,RM481671340,1.57,,1595,2014,2341,3,1,1,,,,,,,
58361bf9b0a4c,RMIatTXwithRMS,13414 Hartland Lake Ln,Houston,TX,77044,13414 HARTLAND LAKE LN,HOUSTON,TX,77044,-95.164055,29.969676,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,22.8,16.9,Harris,RM482010310,3.14,OUT,935,2010,2763,4,1,1,,,,,,,
58361bade4dad,RMIatTXwithRMS,4227 Churchill Place Ct,Fulshear,TX,77441,4227 CHURCHILL PLACE CT,FULSHEAR,TX,77441,-95.849082,29.722486,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,51,47,Fort Bend,RM481570300,2.03,OUT,7753,2014,2572,3,,,,,,,,,
58361b465c2ee,RMIatTXwithRMS,1702 McKinley Ave,San Antonio,TX,78210,1702 MCKINLEY AVE,SAN ANTONIO,TX,78210,-98.456568,29.392447,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,120.0,116,Bexar,RM480292317,1.16,OUT,20961,1930,1773,1,,,,,,,,,
5836193908459,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,12212 Renwal Way,Houston,TX,77047,0,0,False
58361756bc93d,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,13710 MIRAFLORES CT,RICHMOND,TX,77407,0,0,False
58361740b3d7e,RMIatTXwithRMS,6614 carly park way,houston,TX,77084,6614 CARLY PARK WAY,HOUSTON,TX,77084,-95.669645,29.873004,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,43,38,Harris,RM482010310,1.51,OUT,15120,2005,1768,3,1,1,,,,,,,
583617150bf38,RMIatTXwithRMS,16322 QUAIL PLACE DR,Missouri City,TX,77489,16322 QUAIL PLACE DR,MISSOURI CITY,TX,77489,-95.514057,29.590404,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,30,29,Fort Bend,RM481570410,2.04,OUT,2014,1979,1221,2,,,,,,,,,
5836169dbb236,RMIatTXwithRMS,1966 Chart Dr,Crosby,TX,77532,1966 CHART DR,CROSBY,TX,77532,-95.104629,29.919756,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,18.2,12.4,Harris,RM482010130,2.75,OUT,141,1972,5881,6,2,2,,,,,,,
58361694ecb19,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,13710 MIRAFLORES,RICHMOND,TX,77407,0,0,False
5836164edd823,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,13710 MIRA FLORES CT,RICHMOND,TX,77407,0,0,False
5836163dce00c,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,13710 MIRAFLORES CT,RICHMOND,TX,77407,0,0,False
